Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Lot Config,Land Slope,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,near_ISU,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,floors,bathrooms
2432,528235050,60,7,69.05520046484602,7861,2,0,1,3,4,2,8,8,4,6,6,5,2002,2003,5,4,14,14,3,0.0,4,3,5,4,3,4,6,457.0,5,0.0,326.0,783.0,4,5,1,4,807,702,0,1509,1.0,0.0,2,1,3,1,4,7,7,1,4,6,2002.0,1,2.0,393.0,3,3,2,100,75,0,0,0,0,0,4,4,0,6,2006,8,183200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0
777,905200220,20,7,69.05520046484602,11616,2,0,0,3,4,2,8,8,4,7,5,5,1962,1962,5,4,11,11,2,116.0,3,3,4,3,3,4,1,170.0,3,670.0,252.0,1092.0,4,3,1,4,1092,0,0,1092,0.0,1.0,1,0,3,1,3,6,7,1,1,6,1962.0,3,1.0,288.0,3,3,2,0,20,144,0,0,0,0,4,4,0,9,2009,8,139000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
1107,528365060,60,7,96.0,10542,2,0,0,3,4,2,8,8,4,6,7,5,1993,1994,4,4,11,1,2,651.0,4,3,5,4,3,2,6,1173.0,5,0.0,138.0,1311.0,4,5,1,4,1325,1093,0,2418,1.0,0.0,2,1,3,1,4,9,7,1,3,6,1993.0,2,3.0,983.0,3,3,2,250,154,216,0,0,0,0,4,4,0,8,2008,8,341000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4.0
30,527451180,160,6,21.0,1680,2,0,0,3,4,2,8,8,1,6,6,5,1971,1971,5,4,12,12,2,504.0,3,3,4,3,3,4,2,156.0,5,0.0,327.0,483.0,4,3,1,4,483,504,0,987,0.0,0.0,1,1,2,1,3,5,7,0,0,5,1971.0,3,1.0,264.0,3,3,2,275,0,0,0,0,0,0,4,4,0,2,2010,6,96000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
282,908208020,20,6,80.0,8546,2,0,0,3,3,2,8,8,4,7,4,5,2003,2004,5,4,14,14,3,0.0,3,3,5,4,3,4,5,0.0,5,0.0,1121.0,1121.0,4,5,1,4,1121,0,0,1121,0.0,0.0,2,0,2,1,3,5,7,0,0,6,2003.0,2,2.0,440.0,3,3,2,132,64,0,0,0,0,0,4,4,0,3,2010,8,140000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
188,902402010,20,6,90.0,7407,2,0,0,3,4,2,6,8,4,7,6,7,1957,1996,5,4,13,13,3,0.0,3,3,4,3,3,4,6,600.0,5,0.0,312.0,912.0,4,3,1,3,1236,0,0,1236,1.0,0.0,1,0,2,1,3,6,7,0,0,6,1957.0,3,2.0,923.0,3,3,2,0,158,158,0,0,0,0,3,4,0,4,2010,8,149700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
2356,527376090,20,7,78.0,10140,2,0,0,3,4,2,8,8,4,7,5,6,1975,1975,5,4,12,12,3,0.0,3,3,4,4,3,4,4,788.0,5,0.0,268.0,1056.0,4,5,1,4,1074,0,0,1074,1.0,0.0,1,1,3,1,3,6,7,0,0,6,1975.0,2,2.0,495.0,3,3,2,0,88,0,0,0,0,0,3,4,0,7,2006,8,153500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0
1554,910251050,20,2,80.0,14584,2,0,0,0,4,1,8,8,4,7,1,5,1952,1952,5,4,6,14,3,0.0,2,1,2,0,0,0,0,0.0,0,0.0,0.0,0.0,2,1,0,3,733,0,0,733,0.0,0.0,1,0,2,1,2,4,1,0,0,6,1952.0,3,2.0,487.0,2,1,1,0,0,0,0,0,0,0,4,4,0,2,2008,8,13100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
1464,907262030,60,7,65.0,8158,2,0,0,3,4,2,8,8,4,6,7,5,2003,2003,5,4,14,14,2,252.0,4,3,5,4,3,4,6,550.0,5,0.0,334.0,884.0,4,5,1,4,884,884,0,1768,1.0,0.0,2,1,3,1,4,8,7,0,0,6,2003.0,2,2.0,543.0,3,3,2,0,63,0,0,0,0,0,4,4,0,7,2008,8,224900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0
2469,528488120,20,5,62.0,7500,2,2,0,3,4,2,8,8,4,7,7,5,2005,2005,5,4,14,14,3,0.0,4,3,5,4,3,4,5,0.0,5,0.0,1257.0,1257.0,4,5,1,4,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,7,1,3,6,2005.0,3,2.0,453.0,3,3,2,38,144,0,0,0,0,0,4,4,0,4,2006,8,176000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0
1834,533130170,50,7,85.0,10678,2,0,0,3,4,2,8,8,4,5,8,5,1992,2000,4,4,12,12,2,337.0,4,3,5,4,3,4,6,700.0,5,0.0,983.0,1683.0,4,5,1,4,2129,743,0,2872,0.0,0.0,2,1,4,1,4,9,7,1,3,6,1992.0,1,2.0,541.0,3,3,2,0,33,0,0,0,0,0,4,4,0,4,2007,8,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.0
1779,528429110,20,7,49.0,15256,2,0,1,3,2,2,5,8,4,7,8,5,2007,2007,5,4,14,14,1,84.0,4,3,5,4,3,2,6,929.0,5,0.0,556.0,1485.0,4,5,1,4,1464,0,0,1464,1.0,0.0,2,0,3,1,4,6,7,0,0,6,2007.0,3,3.0,754.0,3,3,2,168,160,0,0,0,0,0,4,4,0,8,2007,8,282922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0
2569,535125060,60,7,88.0,14200,2,0,0,3,3,2,8,8,4,6,7,6,1966,1966,5,4,13,13,2,309.0,3,3,4,3,3,4,2,445.0,5,0.0,479.0,924.0,4,5,1,4,1216,941,0,2157,0.0,0.0,2,1,4,1,4,8,7,2,4,6,1966.0,1,2.0,487.0,3,3,2,105,66,0,0,0,0,0,2,4,0,5,2006,8,226000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0
2334,527212040,60,7,82.0,12438,2,0,1,3,4,2,8,8,4,6,8,5,2006,2006,4,4,14,14,2,466.0,5,3,5,5,4,4,5,0.0,5,0.0,1234.0,1234.0,4,5,1,4,1264,1312,0,2576,0.0,0.0,2,1,4,1,5,10,7,1,4,4,2006.0,1,3.0,666.0,3,3,2,324,100,0,0,0,0,0,4,4,0,7,2006,7,361919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3.0
2330,527210030,60,7,59.0,16023,2,0,1,2,2,2,8,8,4,6,9,5,2005,2006,4,4,14,14,2,600.0,4,5,5,5,3,2,6,1218.0,5,0.0,180.0,1398.0,4,5,1,4,1414,1384,0,2798,1.0,0.0,3,1,3,1,5,11,7,1,4,4,2005.0,1,3.0,670.0,3,3,2,182,37,0,0,0,0,0,4,4,0,3,2006,7,457347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,5.0
2119,906475170,20,7,155.0,20064,2,0,1,0,4,0,8,8,4,7,8,6,1976,1976,0,1,11,11,3,0.0,4,3,4,4,4,2,1,51.0,6,915.0,0.0,966.0,4,5,1,4,1743,0,0,1743,2.0,0.0,0,1,0,1,4,5,7,2,2,6,1976.0,1,2.0,529.0,3,3,2,646,0,0,0,0,0,0,4,4,0,5,2007,8,279000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
988,924100040,20,7,69.05520046484602,9819,2,0,1,3,4,1,8,8,4,7,6,5,1977,1977,5,4,10,1,3,0.0,3,3,5,3,3,2,4,1567.0,5,0.0,0.0,1567.0,4,3,1,4,1567,0,0,1567,1.0,0.0,2,0,2,1,4,5,7,2,3,6,1977.0,2,2.0,714.0,3,3,2,264,32,0,0,0,0,0,4,4,0,5,2009,8,196000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
382,527359050,20,7,80.0,10400,2,0,0,3,4,2,8,8,4,7,7,5,1976,1976,5,4,12,12,2,189.0,3,3,4,4,3,4,5,0.0,5,0.0,1090.0,1090.0,4,3,1,4,1370,0,0,1370,0.0,0.0,2,0,3,1,3,6,7,1,3,6,1976.0,2,2.0,479.0,3,3,2,0,0,0,0,0,0,0,3,4,0,6,2009,8,152000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0
670,535402330,90,7,91.0,11643,2,0,0,3,4,2,6,8,2,6,5,5,1969,1969,5,4,13,13,2,368.0,3,3,4,3,3,4,1,500.0,5,0.0,748.0,1248.0,4,3,1,4,1338,1296,0,2634,1.0,1.0,2,2,6,2,3,12,7,0,0,5,1969.0,3,4.0,968.0,3,3,2,0,0,0,0,0,0,0,4,4,0,8,2009,8,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,6.0
2760,906392120,20,7,78.0,11645,2,0,0,3,4,2,8,8,4,7,8,5,2005,2006,4,4,14,14,2,198.0,4,3,5,5,3,2,6,1122.0,5,0.0,448.0,1570.0,4,5,1,4,1590,0,0,1590,1.0,0.0,2,1,2,1,5,6,7,0,0,6,2005.0,1,3.0,754.0,3,3,2,176,80,0,0,0,0,0,4,4,0,8,2006,7,294900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
543,531376090,20,7,61.0,7328,2,0,0,3,4,2,8,8,4,7,7,5,2008,2009,5,4,14,14,2,140.0,4,3,5,4,3,4,5,0.0,5,0.0,1450.0,1450.0,4,5,1,4,1450,0,0,1450,0.0,0.0,2,0,2,1,4,6,7,0,0,6,2008.0,2,3.0,788.0,3,3,2,0,93,0,0,0,0,0,4,4,0,2,2009,7,224243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0
2835,908227010,50,7,72.0,7822,2,0,0,1,3,2,6,8,4,5,6,3,1915,1950,5,4,6,6,3,0.0,3,2,3,2,2,4,5,0.0,5,0.0,832.0,832.0,4,3,1,2,846,492,0,1338,0.0,0.0,2,0,3,1,3,7,7,0,0,5,1974.0,3,2.0,528.0,3,3,1,0,0,208,0,0,0,0,2,4,0,5,2006,8,92000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
1735,528221090,60,7,65.0,9018,2,0,1,3,4,2,8,8,4,6,7,5,2007,2007,4,4,14,14,3,0.0,4,3,5,4,3,3,5,0.0,5,0.0,728.0,728.0,4,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,4,6,2007.0,1,2.0,400.0,3,3,2,100,24,0,0,0,0,0,4,4,0,7,2007,7,179540,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0
448,528166060,20,7,103.0,13472,2,0,0,3,4,2,8,8,4,7,10,5,2003,2003,4,4,14,14,2,922.0,5,3,5,5,3,2,6,56.0,5,0.0,2336.0,2392.0,4,5,1,4,2392,0,0,2392,0.0,0.0,2,0,3,1,5,8,7,1,5,6,2003.0,1,3.0,968.0,3,3,2,248,105,0,0,0,0,0,4,4,0,6,2009,8,386250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0
2287,923228200,180,6,69.05520046484602,1533,2,0,0,3,4,2,8,8,1,4,4,5,1970,1970,5,4,9,9,3,0.0,3,3,4,4,3,3,6,503.0,5,0.0,27.0,530.0,4,3,1,4,530,462,0,992,1.0,0.0,1,0,2,1,3,4,7,0,0,4,1970.0,1,1.0,297.0,3,3,2,112,97,0,0,0,0,0,4,4,0,7,2007,8,106500,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
524,528477050,60,5,85.0,11003,2,0,0,3,4,2,8,8,4,6,10,5,2008,2008,5,4,14,14,1,160.0,5,3,5,5,3,3,6,765.0,5,0.0,252.0,1017.0,4,5,1,4,1026,981,0,2007,1.0,0.0,2,1,3,1,5,10,7,1,5,6,2008.0,1,3.0,812.0,3,3,2,168,52,0,0,0,0,0,4,4,0,4,2009,8,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.0
1767,528348030,60,7,83.0,10790,2,0,0,3,4,2,8,8,4,6,7,5,1998,1998,5,4,14,14,2,275.0,4,3,5,4,3,4,5,0.0,5,0.0,1066.0,1066.0,4,5,1,4,1108,1277,0,2385,0.0,0.0,2,1,4,1,4,8,7,1,3,4,1998.0,1,3.0,600.0,3,3,2,120,38,0,0,0,0,0,4,4,0,5,2007,8,252000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3.0
2206,909254130,75,7,53.0,7128,2,0,0,3,4,2,8,8,4,2,7,5,1941,1950,5,4,13,13,3,0.0,3,4,4,3,3,4,2,364.0,5,0.0,554.0,918.0,4,4,1,4,918,728,0,1646,0.0,0.0,2,0,4,1,3,7,7,2,4,5,1941.0,3,1.0,240.0,3,3,2,0,0,0,0,126,0,0,3,4,0,8,2007,8,164000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0
1740,528222080,60,7,64.0,7713,2,0,0,3,4,2,8,8,4,6,7,5,2007,2007,5,4,14,14,1,16.0,4,3,5,4,3,4,5,0.0,5,0.0,728.0,728.0,4,5,1,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,7,7,0,0,6,2007.0,1,2.0,400.0,3,3,2,100,24,0,0,0,0,0,4,4,0,7,2007,7,177594,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0
199,903232190,50,6,52.0,6240,2,0,0,3,4,2,8,8,4,5,5,7,1936,1980,5,4,14,14,3,0.0,3,3,4,3,2,4,2,276.0,5,0.0,252.0,528.0,4,4,1,4,548,492,0,1040,0.0,0.0,1,0,2,1,3,5,7,0,0,5,1979.0,1,2.0,624.0,3,3,0,306,0,32,0,0,0,0,4,4,0,5,2010,8,123900,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0
2214,909275310,70,7,86.0,22420,2,0,1,3,4,2,7,8,4,6,6,6,1918,1950,4,4,11,5,3,0.0,3,3,3,4,3,4,3,1128.0,5,0.0,242.0,1370.0,3,3,0,3,1370,1254,0,2624,1.0,0.0,2,1,4,1,3,10,7,1,4,5,1918.0,3,3.0,864.0,3,3,1,0,0,0,0,0,0,0,4,4,0,11,2007,8,239000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0
323,923201020,20,7,85.0,15300,2,0,0,1,4,2,8,8,4,7,5,5,1965,1977,4,4,10,12,3,0.0,3,3,4,3,3,4,2,42.0,5,0.0,1026.0,1068.0,4,3,1,4,1264,0,0,1264,1.0,0.0,1,0,2,1,3,7,7,1,3,6,1965.0,3,2.0,528.0,3,3,2,0,0,0,0,0,0,0,4,4,0,6,2010,8,169000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
2421,528228325,120,7,69.05520046484602,3196,2,0,0,3,4,2,8,8,3,7,7,5,2003,2004,5,4,14,14,2,18.0,4,3,5,4,3,2,5,0.0,5,0.0,1374.0,1374.0,4,5,1,4,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,7,1,3,6,2003.0,1,2.0,420.0,3,3,2,143,20,0,0,0,0,0,4,4,0,10,2006,8,234000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
952,914475030,85,7,72.0,9360,2,0,0,1,4,2,8,8,4,3,6,7,1977,1977,5,4,10,10,3,0.0,3,3,4,4,3,3,6,841.0,1,116.0,0.0,957.0,4,3,1,4,1287,0,0,1287,1.0,0.0,1,1,2,1,3,5,7,2,2,6,1977.0,2,2.0,541.0,3,3,2,302,39,0,0,120,0,0,1,4,0,11,2009,8,173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
24,527402200,20,7,69.05520046484602,11241,2,0,1,3,2,2,8,8,4,7,6,7,1970,1970,5,4,11,11,2,180.0,3,3,4,3,3,4,4,578.0,5,0.0,426.0,1004.0,4,5,1,4,1004,0,0,1004,1.0,0.0,1,0,2,1,3,5,7,1,3,6,1970.0,1,2.0,480.0,3,3,2,0,0,0,0,0,0,0,4,3,700,3,2010,8,149000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
1139,531376070,20,7,81.0,9260,2,0,0,3,3,2,8,8,4,7,7,5,2007,2007,5,4,14,14,3,0.0,4,3,5,4,3,1,5,0.0,5,0.0,1162.0,1162.0,4,5,1,4,1162,0,0,1162,0.0,0.0,2,0,3,1,4,6,7,0,0,6,2007.0,1,2.0,483.0,3,3,2,0,32,0,0,0,0,0,4,4,0,3,2008,8,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0
518,528458020,20,5,90.0,7993,2,0,1,3,4,2,8,8,4,7,7,5,2008,2009,5,4,14,14,3,0.0,4,3,5,5,3,4,5,0.0,5,0.0,1436.0,1436.0,4,5,1,4,1436,0,0,1436,0.0,0.0,2,0,3,1,4,6,7,0,0,6,2008.0,1,2.0,529.0,3,3,2,0,121,0,0,0,0,0,4,4,0,10,2009,7,225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2.0
1390,905201020,20,7,94.0,9239,2,0,0,3,4,2,7,8,4,7,5,8,1963,2003,5,4,14,14,3,0.0,3,4,4,3,3,4,6,634.0,5,0.0,326.0,960.0,4,5,1,4,960,0,0,960,1.0,0.0,1,0,3,1,4,6,7,0,0,6,1963.0,1,1.0,300.0,3,3,2,168,0,0,0,0,0,0,4,4,0,5,2008,8,144900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2.0
277,908102170,20,7,60.0,10044,2,0,1,0,2,2,8,8,4,7,5,6,1968,1968,5,4,13,13,3,0.0,3,3,4,4,3,2,4,1070.0,5,0.0,126.0,1196.0,4,3,1,4,1196,0,0,1196,1.0,0.0,1,0,3,1,3,6,7,0,0,6,1968.0,2,1.0,336.0,3,3,2,257,0,168,0,0,0,0,3,4,0,6,2010,8,144000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
54,528228440,120,7,43.0,3182,2,0,0,3,4,2,8,8,3,7,8,5,2004,2005,5,4,14,14,2,16.0,4,3,5,4,3,4,6,24.0,5,0.0,1232.0,1256.0,4,5,1,4,1269,0,0,1269,0.0,0.0,2,0,2,1,4,6,7,1,3,6,2004.0,1,2.0,430.0,3,3,2,146,20,0,0,144,0,0,4,4,0,4,2010,8,192000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
649,535353040,20,7,60.0,7626,2,0,0,3,4,2,8,8,4,7,5,8,1952,2005,4,4,11,11,3,0.0,4,3,4,3,3,4,6,931.0,5,0.0,100.0,1031.0,4,4,1,4,1031,0,0,1031,1.0,0.0,1,0,2,1,4,5,7,0,0,6,1952.0,3,1.0,230.0,3,3,2,0,0,0,0,0,0,0,3,4,0,3,2009,8,145500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
2600,535377100,50,7,60.0,7008,2,0,0,3,3,2,8,8,4,5,4,8,1900,1998,5,4,13,13,3,0.0,3,4,3,2,2,4,5,0.0,5,0.0,448.0,448.0,4,5,1,4,448,272,0,720,0.0,0.0,1,0,1,1,2,5,7,0,0,6,1900.0,3,1.0,280.0,2,3,2,0,0,70,0,0,0,0,4,4,0,3,2006,8,86900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1.0
617,534475185,20,7,128.0,12160,2,0,0,3,4,2,7,8,4,7,6,4,1953,1953,4,4,11,11,2,90.0,3,3,4,3,3,4,3,1024.0,5,0.0,481.0,1505.0,4,5,1,4,1505,0,0,1505,1.0,0.0,1,0,2,1,3,6,7,1,3,6,1953.0,2,2.0,505.0,3,3,2,0,0,0,162,0,0,0,4,4,0,2,2009,8,149500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
2209,909256120,30,7,50.0,6305,2,0,0,1,4,2,8,8,4,7,5,7,1938,1950,5,4,13,13,3,0.0,3,4,5,2,2,4,5,0.0,5,0.0,920.0,920.0,4,5,1,4,954,0,0,954,0.0,0.0,1,0,2,1,2,5,7,1,4,2,1938.0,3,1.0,240.0,2,3,2,0,0,0,0,0,0,0,3,4,0,6,2007,8,119750,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0
2814,907418020,60,7,68.0,8846,2,0,0,3,4,2,8,8,4,6,6,5,2005,2006,5,4,14,14,3,0.0,3,3,5,4,3,4,5,0.0,5,0.0,750.0,750.0,4,5,1,4,750,750,0,1500,0.0,0.0,2,1,3,1,4,6,7,0,0,6,2005.0,2,2.0,564.0,3,3,2,0,35,0,0,0,0,0,4,4,0,8,2006,7,173900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0
2542,534275010,20,7,69.05520046484602,10659,2,0,1,3,4,2,8,8,4,7,5,6,1961,1961,4,4,11,11,3,0.0,3,3,4,3,3,4,2,915.0,5,0.0,135.0,1050.0,4,3,1,4,1050,0,0,1050,1.0,0.0,1,0,3,1,3,6,7,0,0,6,1961.0,3,1.0,368.0,3,3,2,0,319,0,0,0,0,0,4,4,0,1,2006,6,136500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
2323,527146135,160,7,68.0,13108,2,0,1,3,4,2,8,8,4,6,8,5,1994,1994,5,4,9,9,3,0.0,4,3,5,4,3,4,5,0.0,5,0.0,2062.0,2062.0,4,5,1,4,2079,608,0,2687,0.0,0.0,2,1,4,1,4,9,7,0,0,6,1994.0,1,2.0,618.0,3,3,2,168,12,0,0,0,0,0,4,4,0,12,2006,8,270000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3.0
1393,905202230,20,7,69.05520046484602,13500,2,0,0,3,4,2,8,8,4,7,6,7,1960,1975,3,4,8,10,3,0.0,3,3,4,4,3,2,3,429.0,4,1080.0,93.0,1602.0,4,4,1,4,1252,0,0,1252,1.0,0.0,1,0,1,1,3,4,7,1,4,6,1960.0,2,2.0,564.0,3,3,2,409,0,0,0,0,0,0,4,4,0,3,2008,8,235000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0
490,528290190,80,7,62.0,7750,2,0,0,3,4,2,8,8,4,4,7,5,1999,2000,5,4,14,14,3,0.0,3,3,5,4,3,4,5,0.0,5,0.0,384.0,384.0,4,5,1,4,774,656,0,1430,0.0,0.0,2,1,3,1,3,7,7,1,3,4,1999.0,2,2.0,400.0,3,3,2,0,0,0,0,0,0,0,4,4,0,3,2009,8,156000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.0
542,531375130,20,7,60.0,12450,2,0,0,3,4,2,3,8,4,7,5,5,2003,2004,5,4,14,14,3,0.0,3,3,5,4,3,4,6,836.0,5,0.0,278.0,1114.0,4,5,1,4,1114,0,0,1114,1.0,0.0,2,0,3,1,4,6,7,0,0,5,2004.0,3,2.0,576.0,3,3,2,0,42,0,0,0,0,0,4,4,0,6,2009,8,153000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0
973,923203190,120,6,69.05520046484602,4500,2,0,0,3,1,2,8,8,3,7,6,5,1999,1999,4,4,14,14,2,425.0,3,3,5,5,3,4,6,883.0,5,0.0,341.0,1224.0,4,5,1,4,1224,0,0,1224,1.0,0.0,2,0,2,1,3,5,7,0,0,6,1999.0,1,2.0,402.0,3,3,2,0,304,0,0,0,0,0,4,4,0,6,2009,8,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0
